title,text,date,label
"Myanmar, accused of crackdown, invited to U.S.-Thai military exercise","WASHINGTON (Reuters) - The Myanmar military, which has been accused of ethnic cleansing against the country s Muslim Rohingya minority, has been invited back as an observer in a major multinational military exercise next year led by the United States and Thailand.   Lieutenant Colonel Christopher Logan, a Pentagon spokesman, told Reuters that Thailand had invited Myanmar to take part in the annual Cobra Gold exercise, which involves thousands of U.S and Thai military personnel and participants from other Asian countries.  Myanmar had been invited to observe the humanitarian assistance and disaster relief portion of the exercise, Logan said.  A senior officer at the Directorate of Joint Intelligence of the Royal Thai Armed Forces told Reuters it was unclear whether Myanmar had accepted the invitation but Thailand was eager for them to join. Asked why Thailand decided to invite Myanmar despite concerns over the crackdown against the Rohingya and whether this issue was part of their deliberations, the official said:  That never came up in the discussions. We separated that issue (the Rohingya). We focus on training, on education, on military cooperation. That is our wish, to have Myanmar involved.   That is politics. We are soldiers. This is a military exercise,  added the official, who declined to be named because he was not authorized to speak to the media. The Myanmar military did not respond to several requests for comment. When asked whether the U.S. military had attempted to apply pressure on Thailand not to invite Myanmar because of the international condemnation of its crackdown, the Pentagon declined to comment on internal deliberations.   Myanmar s military cracked down on Muslim Rohingya from Rakhine state following Rohingya militant attacks on an army base and police posts in August. The crackdown has caused around 650,000 Rohingya to flee to Bangladesh in recent months.  The United States and the United Nations have described the campaign as ethnic cleansing of the stateless Rohingya people.  The Myanmar military has said its own internal investigation had exonerated security forces of all accusations of atrocities in Rakhine.   But earlier this week, the United States imposed sanctions on 13  serious human rights abusers and corrupt actors  including Myanmar general Maung Maung Soe, who oversaw the crackdown against the Rohingya.  Zachary Abuza, a professor at the U.S. National War College, said inviting Myanmar to the exercise was  outrageous  and sent the wrong message.  To invite them after what the U.S. government has labeled ethnic cleansing, when the Treasury Department just yesterday designated the commander for these egregious violations of human rights, just seems wrong, and that is putting it too mildly,  said Abuza, who focuses on Southeast Asia and security issues, including human rights. In the 2017 Cobra Gold exercise, 29 nations either participated or observed the exercise, including Myanmar. It included about 3,600 U.S. personnel. Cobra Gold is an annual exercise in Thailand. The 2018 war games are expected to be held in February. The United States and Thailand have carried out joint war games for decades, even though Bangkok s record on human rights and democracy has often been criticized in Washington. The U.S.-Thai relationship cooled when the Thai military took power in a 2014 coup but has improved under President Donald Trump. Two Reuters journalists were arrested in Myanmar on Dec. 12 and on Thursday appeared in court and have been remanded in custody. Reporters Wa Lone and Kyaw Soe Oo have been in detention for nine days with no detail on where they are being held. They have not had access to visitors or lawyers.     ",23-Dec-17,True Report
Obama casts early vote for 2016 election during Chicago trip,"CHICAGO (Reuters) - President Barack Obama on Friday cast his ballot for the Nov. 8 election during a trip to his hometown of Chicago. Onlookers cheered as Obama, who was a U.S. senator from Illinois prior to becoming president, entered the early-voting facility in downtown Chicago. A smiling Obama shook hands with the poll workers at the site and thanked them for their “outstanding work” before heading to an electronic voting machine. “Now they can’t see me, can they?” Obama asked the workers as he jokingly shielded his machine from reporters standing nearby. Obama has been campaigning for Democratic nominee Hillary Clinton to succeed him in the Oval Office. In 2012, Obama was the first president to vote early. At the time he was running for his second term in the White House. Obama was scheduled to spend the weekend in Chicago. He made the stop at the voting facility in between appearances at two political fundraisers. ",7-Oct-16,True Report
(VIDEO) CRINGE INDUCING: HILLARY BRINGS OUT THE FAKE SOUTHERN ACCENT ON HER FIRST CAMPAIGN TRIP TO THE SOUTH,THIS REMINDS ME OF WHEN HILLARY WAS CAMPAIGNING AND PULLED OUT THE ACCENT: ,27-May-15,False Report
"HILLARY LANDS COVETED Taxpayer Funded, Planned Parenthood Endorsement","Sadly, this will be the only reason many women will vote for her. Hillary s crimes will suddenly become a distant memory to many female (and some male) voters. Because when it comes to defending a woman s right to kill her baby, every criminal act Hillary s ever committed takes a backseat There are many on the GOP side thankfully, who are still defending the lives of the most vulnerable among us:Planned Parenthood, the national women s health organization that Hillary Clinton often mentions on the campaign trial, will endorse the 2016 candidate for president on Sunday in New Hampshire.This will be the first time the group, which has been mired in controversy since a series of videos by anti-abortion activists were released in 2015, will endorse in a presidential primary. As a lifelong Planned Parenthood supporter, I m honored to have the endorsement of the Planned Parenthood Action Fund,  Clinton said in response to the endorsement.  There has never been a more important election when it comes to women s health and reproductive rights   and Planned Parenthood s patients, providers, and advocates across the country are a crucial line of defense against the dangerous agenda being advanced by every Republican candidate for president. The group will make the endorsement official at what they are billing as their election kickoff event in Manchester, New Hampshire on Sunday. The group plans to spend at least $20 million in this election cycle, according to a press release.The endorsement was somewhat of a forgone conclusion. Clinton regularly mentions Planned Parenthood on the campaign trail    I will defend a woman s right to choose,  she says   a line that draws applause from Democratic crowds. In Congress and on the campaign trail, Republicans that claim they just hate big government are only too happy to have government step in when it comes to women s bodies and heath,  Clinton said at the New Hampshire Democratic Party s Jefferson-Jackson Dinner in 2015.  It is wrong, and we are not going to stand for it. Planned Parenthood s endorsement, which was first reported by CBS, is sure to draw scorn from Republican presidential candidates, many of whom regularly pledge to defund the group is elected president.In accepting the endorsement, Clinton said the United States needs  a president who has what it takes to stop Republicans from defunding Planned Parenthood and taking away a woman s right to basic health care. If I m elected,  she added,  I will be that president. This is the second national women s health group to back Clinton. NARAL Pro-Choice America PAC endorsed Clinton earlier this week, their president stating that Clinton  has what it takes to fight Republican attacks on women s reproductive rights, and has the vision and experience to ensure women and families thrive. Via: CNN",8-Jan-16,False Report
"Hoyer, asked on German finmin post, says 'extremely happy' at EIB","ATHENS (Reuters) - European Investment Bank (EIB) President Werner Hoyer, cited as a possible candidate to take over as Germany s finance minister, said on Friday he was  looking forward to another six years at the bank.  Asked by reporters in Athens how he felt about the possibly of becoming finance minister, Hoyer said:   To be honest I haven t been in Berlin in the last 20 days and I m extremely happy at the EIB and just about to complete my term there. I m looking forward to another six years at the bank.  Germany s long-time Finance Minister Wolfgang Schaeuble has agreed to become president of parliament in the new coalition government to be formed following national elections last weekend. ",29-Sep-17,True Report
RUSSIA’S STRANGE 45-ACRE MARYLAND COMPOUND Closed Down To Punish Diplomats,"WASHINGTON   It sits on the Corsica River along the Eastern shore, a 45-acre Russian compound known as the Washington Dacha to those who use it.When it was closed on Thursday as part of the White House s response to what it called Russian interference during the presidential election, questions began to swirl around what took place at the estate in Queen Anne s County. The main reason it was used was to get rid of spy gear, and to possibly have private conversations,  said Pete Earley, author of the book  Comrade J: The Untold Secrets of Russia s Master Spy in America After the End of the Cold War. The property in Centreville, Maryland, consists of two Georgian-style mansions, six guest cottages, a pool and tennis court. It was mainly a retreat for Russian diplomats stationed in Washington according to Earley and wasn t used as a site for spying activities.The site, however, did play a small role in Russian espionage, Earley said.As the story goes, according to Earley, Russian generals at the compound wanted a speed boat to use on the water, but the only one docked there was for diplomats. To sell the Kremlin on the idea of buying a boat for military officers, the generals came up with a plan to use the boat to discard old spy gear. They would take speed boat out into the middle of the river and they would dump all this smashed spy gear into the water,  Earley said.Read more: wtop",1-Jan-17,False Report
BOILER ROOM – EP #50 – 1 Year Anniversary Extravaganza!!!,"Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  starting at 6 PM PST | 9 PM EST every Wednesday. Join us for uncensored, uninterruptible talk radio, custom-made for barfly philosophers, misguided moralists, masochists, street corner evangelists, media-maniacs, savants, political animals and otherwise lovable rascals.Join ACR hosts Hesher, & Spore along with Randy J of 21Wire, Jay Dyer from Jays Analysis, Branko Malic of Kali Tribune fame and Daniel Spaulding of Soul of the East.  Tonight the Boiler Gang is in celebration mode as we ve hit our one year broadcast anniversary, accolades will be given, classic clips will be played and new analysis will be found on Brussels, Syria, Palmyra We re going over media fakery with Jay Dyer an the crew, be it in Brussels, Paris, Boston or San Bernardino.  If you want to participate, bring something interesting to throw into the boiler Join us in the ALTERNATE CURRENT RADIO chat room.BOILER ROOM IS NOT A POLICTALLY CORRECT ZONE! LISTEN TO THE SHOW IN THE PLAYER BELOW   ENJOY! REFERENCE LINKS:",31-Mar-16,False Report
BERNIE SANDERS Flips Off The Dems After Anti-Bernie DNC Chair Chosen,"WASHINGTON   Sen. Bernie Sanders wouldn t commit on Sunday to turning over his email list of progressive activists to the Democratic National Committee   a group he dubbed the  establishment s house. The Vermont Independent built up a list of activists throughout his presidential campaign that helped him raise nearly $238 million   largely from small-dollar individual donors.He s been under pressure from some to keep their personal information private from the DNC, which many of his backers believe rigged the presidential race in favor of Hillary Clinton.Pressed twice on CNN s  State of the Union  Sunday whether he d share his distribution list to help unite the Democratic Party, Sanders declined to commit.Instead, he said he ll focus on activism among certain candidates who share a progressive message. We are going to do everything that we can   and we have started that progress   to transform the Democratic Party into a party that stands up for working families,  Sanders said.  So we are going to work to support progressives who are running for the Senate, who are running for the House, who are running   for school board, for city council, for state legislature. His comments follow a tight contest this weekend for DNC chairman. Sanders campaigned for Rep. Keith Ellison, but the Minnesota progressive and early Sanders backer lost in a divided race to Tom Perez, former President Obama s Labor Secretary who had endorsed Clinton.In his first action as chairman, Perez asked Ellison to be his deputy in an effort to bring together a divided party and try to heal 2016 wounds.Read more: NYP",27-Feb-17,False Report
30 WORKERS FIRED For Skipping Work To Protest On Behalf Of Illegal Immigrants…Calls Employer Who Fired Them A “Racist” [VIDEO],"The owner of a masonry business in Colorado is speaking out about his decision to fire more than 30 employees who did not show up for work in support of last week s  Day Without Immigrants  protest.Jim Serowski, the owner of JVS Masonry, told CNN in an interview on Sunday he did nothing wrong and said he warned his employees about the consequences of joining in the protest movement before they actually took the day off.Serowski said he told his employees,  If you re going to stand up for what you believe in you have to be willing to pay the price. On Saturday, Serowski also spoke to his local CBS News affiliate in Denver after one employee made an allegation that his termination felt like racism. Serowski denied the decision to terminate the workers was in any way racially motivated and said he made the decision because the employees violated the company s policy about not showing up to work. He said the decision put his company in a real bind because he had to shutdown two job sites on Thursday due to the protest and he is now risks missing an important construction deadline. They were told, if you no-call-no-show, you don t have a job,  Serowski told the news station.  It s that simple. ",20-Feb-17,False Report
Trump asks Supreme Court to block travel ban ruling,"WASHINGTON (Reuters) - The U.S. Justice Department on Friday asked the Supreme Court to block a judge’s ruling that prevented President Donald Trump’s travel ban from being applied to grandparents of U.S. citizens and refugees already being processed by resettlement agencies. In a court filing, the administration asked the justices to overturn Thursday’s decision by a U.S. district judge in Hawaii, which limited the scope of the administration’s temporary ban on refugees and travelers from six Muslim-majority countries. The latest round in the fight over Trump’s March 6 executive order, which he says is needed for national security reasons, came after the Supreme Court intervened last month to partially revive the two bans, which were blocked by lower courts. The Supreme Court said then that the ban could take effect, but that people with a “bona fide relationship” to a U.S. person or entity could not be barred.  The administration had narrowly interpreted that language, saying the ban would apply to grandparents and other family members, prompting the state of Hawaii to ask Hawaii-based U.S. District Judge Derrick Watson to expand the definition of who could be admitted. He ruled for the state late on Thursday. In the court filing, the Justice Department said the judge’s ruling “empties the (Supreme) Court’s decision of meaning, as it encompasses not just “close” family members but virtually all family members. The conservative-leaning Supreme Court is not currently in session but the justices can handle emergency requests. The administration’s application could be directed either to Justice Anthony Kennedy, who has responsibility for emergency requests from western states, or to the nine justices as a whole. If the court as a whole is asked to weigh in, five votes are needed to grant such a request. “The truth here is that the government’s interpretation of the Supreme Court’s stay order defies common sense,” said Omar Jadwat, a lawyer with the American Civil Liberties Union involved in challenging the ban. “That’s what the district court correctly found and the attorney general’s misleading attacks on its decision can’t change that fact.” In his decision, Watson harshly criticized the government’s definition of close family relations as “the antithesis of common sense.” Watson also ruled that the assurance by a resettlement agency to provide basic services to a newly arrived refugee constitutes an adequate connection to the United States because it is a sufficiently formal and documented agreement that triggers responsibilities and compensation. In the court filing, the Justice Department said Watson’s ruling on refugees would make the Supreme Court’s decision on that part of the executive order “effectively meaningless.” The ruling, if left in place, means refugees can continue to be resettled in the United States, beyond a cap of 50,000 set by the executive order. That limit was reached this week.  The Supreme Court’s decision last month revived parts of Trump’s March 6 executive order banning travelers from Iran, Libya, Somalia, Sudan, Syria and Yemen for 90 days, as well as refugees for 120 days. The court also agreed to hear oral arguments in the fall over whether the ban violates the U.S. Constitution. ",14-Jul-17,True Report
(Video) Colonel Ralph Peters Hammers Obama on Putin and Russian Airstrikes in Syria: “…our president is a deer caught in the headlights of history.”," In almost 7 years this president hasn t learned that words don t stop bullets. He is fundamentally out of touch with human reality, with the reality of history, with the reality of warfare, and Vladimir Putin   ruthless and vicious and ugly though he is   he s the one that s on the side of history, now. Not us. We re clinging to 20th century platitudes, and Putin is changing the world. CHANGING THE WORLD, as we do nothing. Putin is a man of action and God help us   our president is a deer caught in the headlights of history.  ",1-Oct-15,False Report
IRS EXEC LOIS LERNER DEMANDS SECRECY In Law Suit…Claims Death Threats Over Tea Party Targeting [Video],"This is rich! Lois Lerner wants her testimony in an upcoming class-action case to remain sealed. The former IRS official is accused of targeting hundreds of groups due to their conservative beliefs. This is all happening at the same time Republicans just filed charges against Lerner (see below)The Washington Times reported:Former IRS senior executive Lois G. Lerner told a federal court this week that she faces the possibility of death threats if her role in the tax agency s tea party-targeting becomes public, and asked a judge to forever seal her upcoming deposition in a class-action lawsuit brought by hundreds of groups that were targeted.Mr. Lerner and Holly Paz, another figure from the IRS tea party targeting, told the judge they ve already faced  harassment and death threats  before, and said they fear another media firestorm if their version of events from the tea party targeting were to become public.The two women said they are willing to testify, but said they could be putting  their lives in serious jeopardy. Mss. Lerner and Paz have demonstrated that the public dissemination of their deposition testimony would expose them and their families to harassment and a credible risk of violence and physical harm,  they said in documents submitted by their lawyer to Judge Michael R. Barrett.HOUSE REPUBLICANS To File Charges Against The IRS s Lois Lerner Who can forget when Lois Lerner sat smugly before the House panel and plead the 5th She sat there as cool as a cucumber and didn t answer about the IRS targeting of conservatives.Well, now it s time for her to finally be held accountable Truly accountable and NOT pleading the 5th.REMEMBER WHEN WE GOT A PEAK AT HER E-MAILS? YIKES! It s official! Lois Lerner is the bitter b*tch we all knew she was when she took the 5th before Congress. Who s not surprised that she targeted conservatives while she was at the IRS. Remember Lois Lerner? How could you forget. She s the former head of the IRS  Exempted Organizations division who was caught using the agency to target Americans based on their political views.Well we now have snippets from some of her email conversations, and it becomes crystal clear that she targeted conservatives because, well, she really hates conservatives. Clearly the type of person who should be placed in a position of governmental power.From The Hill:Lois Lerner, the central figure in the IRS targeting controversy, called Abraham Lincoln the country s worst president in an email disclosed in a bipartisan Senate report, according to USA Today. Look my view is that Lincoln was our worst president not our best,  Lerner wrote in an email dated March 6, 2014.Lerner, the former IRS director of Exempted Organizations, joked in one email that the 16th president should have just let the South secede, rather than fighting the Civil War. He should [have] let the south go,  Lerner wrote in response to a friend who disparaged Texas as a  pathetic  state.  We really do seem to have [two] different mind sets.  And what is your  mind set  Ms. Lerner? That government officials should target American citizens if they hold political views you don t like?The report also highlighted emails written by Lerner calling conservatives  crazies  and  a holes.  Yes ladies and gentlemen, this is your government. Corrupt beyond belief, shady, unethical, dangerous and vengeful.So why is Lois Lerner not sitting in a jail cell for this clear abuse of power? Because oligarchy.Via: Zero Hedge",14-Apr-17,False Report
Israel hits Syrian site said to be linked to chemical weapons,"BEIRUT/JERUSALEM (Reuters) - Israel attacked a military site in Syria s Hama province early on Thursday, the Syrian army said, and a war monitoring group said the target could be linked to chemical weapons production.  The air strike killed two soldiers and caused damage near the town of Masyaf, an army statement said. It warned of the  dangerous repercussions of this aggressive action to the security and stability of the region .  The Syrian Observatory for Human Rights, which monitors the war, said the attack was on a facility of the Scientific Studies and Research Centre, an agency which the United States describes as Syria s chemical weapons manufacturer. It came the morning after U.N. investigators said the Syrian government was responsible for a sarin poison gas attack in April.  Syria s government denies using chemical arms. In 2013 it promised to surrender its chemical weapons, which it says it has done.  The Observatory said strikes also hit a military camp next to the center that was used to store ground-to-ground rockets and where personnel of Iran and its ally, the Lebanese Hezbollah group, had been seen more than once.  An Israeli army spokeswoman declined to discuss reports of a strike in Syria. Syria s foreign ministry has sent letters to the U.N. Security Council protesting against Israel s  aggression  and saying anyone who attacked Syrian military sites was supporting terrorism, Syrian state TV reported. In an interview in Israel s Haaretz daily last month on his retirement, former Israeli air force chief Amir Eshel said Israel had hit arms convoys of the Syrian military and its Hezbollah allies nearly 100 times in the past five years.  Israel sees red lines in the shipment to Hezbollah of anti-aircraft missiles, precision ground-to-ground missiles and  chemical weapons.     The reported attack took place on the 10th anniversary of Israel s destruction of a nuclear reactor in Syria.   Prime Minister Benjamin Netanyahu is due to address the U.N. General Assembly on Sept. 19, and is widely expected to voice Israel s concern over what it sees as attempts by Iran to broaden its military foothold in Syria and threats posed by Hezbollah Israeli officials have said that Russia, another ally of Syrian President Bashar al-Assad, and Israel maintain regular contacts to coordinate military action in Syria.  Some Israeli commentators saw the latest strike - a departure from the previous pattern of attacks on weapons convoys - as a show of Israeli dissatisfaction with the United States and Russia.  Last month, Netanyahu met Russian President Vladimir Putin, but came away without any public statement from Moscow that it would curb Iranian influence.     Hezbollah and Israel fought a brief war in 2006 in which more than 1,300 people died. Both have suggested that any new conflict between them could be on a larger scale than that one.  Hezbollah has been one of Syrian President Bashar al-Assad s most important allies in the war and last month its leader Sayyed Hassan Nasrallah said he had recently traveled to Damascus to meet the Syrian president.  Israel is conducting military exercises in the north of the country near the border with Lebanon.  Yaakov Amidror, a retired Israeli general and former national security adviser, told reporters he assumed Thursday s strike was linked to Nasrallah s visit to Damascus.   Weapons systems have been transferred from this organization (the Scientific Studies and Research Centre) into the hands of Hezbollah during the years,  he said.  In May, an official in the military alliance backing Assad said that Hezbollah drew a distinction between Israel striking its positions in Syria and at home in Lebanon.  If Israel strikes Hezbollah in Lebanon, definitely it will respond,  the official said. The Syrian army statement said the Israeli strike came at 2:42 a.m. (2342 GMT) from inside Lebanese airspace. It said it had been launched in support of Islamic State.  Jets flying over Lebanon overnight broke the sound barrier and Lebanese media reported that Israeli warplanes had breached Lebanese airspace.  The Observatory reported that seven people were killed or wounded in the strike.   The factory that was targeted in Masyaf produces the chemical weapons and barrel bombs that have killed thousands of Syrian civilians,  Amos Yadlin, a former head of Israeli military intelligence, said in a tweet.  The strike sent a message that Israel would not let Syria produce strategic weapons, would enforce its own red lines, and would not be hampered by Russian air defense systems in Syria, he added.  The U.N. Commission of Inquiry on Syria said on Wednesday a government jet dropped sarin on Khan Sheikhoun in Idlib province in April, killing more than 80 civilians, and that government forces were behind at least 27 chemical attacks. U.S. President Donald Trump said he had not heard a report that Syria had used chemical weapons again.  But nothing would change. We would be extremely upset if he was using chemical weapons,  he said in response to a question at a news conference in Washington.  As far as Syria is concerned, we have very little to do with Syria other than killing ISIS. What we do is we kill ISIS.  ",7-Sep-17,True Report
Trump does not intend to fire investigator Mueller: White House,"WASHINGTON (Reuters) - President Donald Trump has no intention of firing the special counsel investigating charges of Russian meddling in the 2016 U.S. election, even though he questioned the official’s impartiality in an interview, the White House said on Friday. White House spokesman Sean Spicer told reporters that while Trump “retains the authority” to dismiss special counsel Robert Mueller, “he has no intention of doing that.” Trump voiced concern in a TV interview on Fox News on Friday about what he said was the close relationship between former FBI Director James Comey and Mueller, who was named to take over the Russia investigation after Trump fired Comey. “He’s very, very good friends with Comey, which is bothersome,” Trump told Fox News. “Look, there has been no obstruction. There has been no collusion. There has been leaking by Comey.” Lawmakers investigating allegations of Russian interference in the 2016 U.S. election have raised questions about whether Comey’s May 9 firing was an attempt by Trump to stop the Russia probe. While White House officials have said the firing was due to concerns about Comey’s actions at the Federal Bureau of Investigation, Trump told an interviewer the Russia investigation was one of his concerns in taking the action. But the president insists his campaign did not collude with Russia and that his firing of Comey did not obstruct justice. “There’s been no collusion, no obstruction and virtually everybody agrees to that,” Trump told Fox, adding that Mueller “is an honorable man and hopefully he’ll come up with an honorable solution.” Russia denies it meddled in the U.S. presidential election. In excerpts from a separate interview, Trump criticized President Barack Obama for inaction in the face of Russian meddling.  “Well I just heard today for the first time that Obama knew about Russia a long time before the election, and he did nothing about it,” Trump said, according to excerpts from a Fox News interview to be broadcast on Sunday.  In congressional testimony on Wednesday, Jeh Johnson, who headed the Homeland Security Department under Obama, said his department had warned about hacking into voter databases. When asked why the Obama administration did not do more to warn the public, he said: “We were very concerned that we would not be perceived as taking sides in the election, injecting ourselves into a very heated campaign.” ",23-Jun-17,True Report
"Ivanka Trump, feted in India, calls for closing gender gap in business","HYDERABAD, India (Reuters) - U.S. President Donald Trump s daughter Ivanka Trump kicked off a global business summit in southern India on Tuesday calling for better opportunities for women entrepreneurs battling heavy odds around the world. Ivanka, also an informal adviser to her father, received a warm welcome in India s high-tech hub of Hyderabad with all the trappings of a state guest.  Prime Minister Narendra Modi joined her in the opening of the U.S.-backed Global Entrepreneurship Summit which New Delhi is hoping will further boost political and economic ties with the United States under the Trump administration.  Ivanka, wearing a bright green floral dress, said fuelling the growth of women-led businesses and closing the gender entrepreneurship gap could help expand global GDP by 2 percent.   Women still face steep obstacles to starting, owning and growing their businesses. We must ensure women entrepreneurs have access to capital, access to networks and mentors,  Ivanka said to loud cheers from a packed audience in a heavily-guarded conference center.  In developing countries, 70 percent of women-owned smaller businesses were being denied access to capital, she said, leading to a near $300 billion annual credit deficit for them. GES is an event conceived by former U.S. President Barack Obama. It has previously been held in countries such as the United States and Turkey, but this year s edition is the first under the Trump administration.     The theme of the conference this year is  Women First, Prosperity for All . More than half the participants at the summit are women, and all-female delegations are representing countries such as Afghanistan, Israel and Saudi Arabia. Ivanka, who ran an eponymous clothing and jewelry business before becoming an adviser in the White House, has made women s issues one of her main policy areas. She cited a Harvard Business Review report that found that in the United States investors ask men questions about their potential for gains, whereas they ask women questions about their potential for loss. Billboards with pictures of Ivanka dotted many parts of Hyderabad which is also home to major U.S. firms such as Microsoft (MSFT.O). In recent days, authorities took beggars off city streets in a clean-up drive before the meeting, media said. More than 10,000 police officials were deployed in the city and sniffer dogs as well as  spotters , or men trained to detect any suspicious activity or people, were on stand by, a police officer said.  On the sidelines, Ivanka held talks with Modi, as well as Indian foreign minister Sushma Swaraj. Later she toured the conference center with Modi and met a few entrepreneurs, before watching traditional Indian dance performances in the inaugural session.  This event not only connects the Silicon Valley with Hyderabad but also show-cases the close ties between the United States of America and India. It underlines our shared commitment toward encouraging entrepreneurship and innovation,  Modi said. India has become a major market for the United States, with two-way trade of about $115 billion last year. They aim to raise that to $500 billion by 2022. Military and strategic ties are also improving as China s influence rises in Asia and beyond.  The Trump administration sees India as a strategic partner and wants to engage with India more. When you look at sending of Ivanka Trump, it is sending a very strong signal,  said Mukesh Aghi, president of the US-India Strategic Partnership Forum. ",28-Nov-17,True Report
WHY THESE ARMY ROTC CADETS WERE PRESSURED INTO WEARING HEELS WILL HAVE YOU SEEING RED…,"The wu$$ification of our military Army ROTC cadets are complaining on message boards that they were pressured to walk in high heels on Monday for an Arizona State University campus event designed to raise awareness of sexual violence against women.The Army openly encouraged participating in April s  Walk A Mile in Her Shoes  events in 2014, but now it appears as though ROTC candidates at ASU were faced with a volunteer event that became mandatory. Attendance is mandatory and if we miss it we get a negative counseling and a  does not support the battalion sharp/EO mission  on our CDT OER for getting the branch we want. So I just spent $16 on a pair of high heels that I have to spray paint red later on only to throw them in the trash after about 300 of us embarrass the U.S. Army tomorrow,  one anonymous cadet wrote on the social media sharing website Imgr, IJReview reported Monday.In a Reddit Army thread on the subject   titled  Okay, who put the cadets up to this?    one user said the claims were legitimate and added,  I just don t understand why [General] Combs would court political controversy like this. Isn t the military supposed to avoid faddish political movement and religious issues. Army ROTC cadets are complaining on message boards that they were pressured to walk in high heels on Monday for an Arizona State University campus event designed to raise awareness of sexual violence against women.The Army openly encouraged participating in April s  Walk A Mile in Her Shoes  events in 2014, but now it appears as though ROTC candidates at ASU were faced with a volunteer event that became mandatory.Via: Washington Times",21-Apr-15,False Report
IT’S WORSE THAN YOU THOUGHT! Emails Show Collusion Between Media And DNC…BIG TIME!,Here s the link to the hacked emails so you can see for yourself: WIKILEAKS DNC EmailsASKING FOR QUESTIONS FOR TRUMP:Wolf Blitzer needs to go!!!!,6-Nov-16,False Report
U.S. congressional committee subpoenas ex-drug CEO Shkreli,"WASHINGTON/NEW YORK (Reuters) - A U.S. congressional committee has demanded that former drug executive Martin Shkreli appear at a hearing on drug prices to testify about his former company’s decision to raise the price of a lifesaving medicine by more than 5,000 percent, congressional aides said on Wednesday. Shkreli, who is separately facing federal criminal charges that he defrauded investors, has been served with a subpoena to appear on Jan. 26 before the U.S. House of Representatives’ Committee on Oversight and Government Reform, the aides said. The Senate’s Special Committee on Aging, which is also investigating the company’s drug pricing practices, said on Wednesday that Shkreli has invoked the U.S. Constitution’s Fifth Amendment against self-incrimination, and has refused to produce subpoenaed documents. Shkreli, 32, fired back at lawmakers on Twitter, writing on Wednesday that the House was “busy whining to healthcare reporters about me appearing for their chit chat next week. Haven’t decided yet. Should I?” He declined an interview request. The outspoken entrepreneur sparked a firestorm last year after he raised the price of Daraprim, a decades-old treatment for a dangerous parasitic infection, to $750 a pill from $13.50 after acquiring it. The medicine once sold for $1 a pill. Shkreli pleaded not guilty last month to criminal charges that he ran his companies like a Ponzi scheme, using each subsequent company to pay off defrauded investors from a prior company. After his arrest, he stepped down as chief executive of Turing Pharmaceuticals and was fired as chief executive of KaloBios Pharmaceuticals Inc. KaloBios also filed for Chapter 11 bankruptcy. Shkreli’s past companies also include Retrophin Inc, which sued him for alleged mismanagement. Testifying before Congress is risky for someone facing criminal charges because of the chance they could say something prosecutors would later use at a trial. For that reason, many such witnesses invoke the Fifth Amendment and refuse to answer questions. To even travel to Washington, Shkreli is required to first get the sign-off of a federal judge because his release on bond restricts him to certain parts of New York state. However, judges typically grant temporary travel waivers to white-collar defendants. U.S. Representative Elijah Cummings of Maryland, the top Democrat on the oversight committee, said the hearing will give Shkreli a chance to explain his views on drug pricing. “I have been trying for the better part of a year to get information from Martin Shkreli about his outrageous price increases, and he has obstructed our investigation at every turn,” Cummings said in a statement. ",20-Jan-16,True Report
Barnier says 'still working' on Brexit terms with Britain,"BERLIN (Reuters) - The European Union s chief Brexit negotiator Michel Barnier said on Wednesday he was  still working  to reach agreement with Britain about its exit from the bloc.   We are still working. (That is) the only comment I can make,  Barnier said after a speech at the Berlin Security Conference, when asked about reports that Britain had offered to pay much of what the EU was demanding to settle a Brexit  divorce bill .  I am working for an agreement,  Barnier told Reuters. ",29-Nov-17,True Report
